TOWN_ID,C_Name,T_Name,NFULLN,No,Address,case,Report_Time,disastertype0,Flood,Traffic,Landslide,disastertype,Time,Day,Hour2,situation,Processing1,Processing2,X,Y,Lon,Lat,geo
1000811,南投縣,水里鄉,南投縣水里鄉,968,豊丘村十八重溪,750-1,2009-8-10 14:04,積水地區,1,0,0,Flood,2009/08/09 14:38,2009/08/09,14:38,溪水暴漲恐堤防潰堤,疏散村民約50人至豊丘派出所體技館內,結案建議,220136.75,2595462.18,120.707683,23.461897,"23.461897,120.707683"
1000812,南投縣,信義鄉,南投縣信義鄉,583,信義鄉望美村,734-0,2009-8-9 14:03,其他,1,0,0,Flood,2009/08/09 14:00,2009/08/09,14:00,陳有蘭溪潰堤當地居民受困,已連繫玉山消防分隊及第四河川局派員處理中,處理中,238421.2,2612511.29,120.886528,23.616085,"23.616085,120.886528"
1000812,南投縣,信義鄉,南投縣信義鄉,510,神木巷同富國小上方,610-0,2009-8-9 09:20,人員受困,1,0,0,Flood,2009/08/09 06:55,2009/08/09,06:55,溪水暴漲，約200人受困，無安全顧慮，有斷糧之虞,由信義鄉公所啟用備用糧食送至收容所,處理中,0,0,0,0,"0,0"
1001001,嘉義縣,太保市,嘉義縣太保市,1213,嘉義縣太保市新埤里勞工花園新城,709-1,2009-8-11 09:56,其他,1,0,0,Flood,2009/08/09 10:08,2009/08/09,10:08,太保市新埤里勞工花園新城淹水到樓梯口，缺乏水及物資，王小姐09****1214。,"1.已聯便當送達中。
2.08110922詢問太保分隊表示目前水已退無淹水狀況物資公所已有提供",結案建議,182254.6,2597398.33,120.336799,23.478244,"23.478244,120.336799"
1001001,嘉義縣,太保市,嘉義縣太保市,1194,嘉義縣太保市東勢里,743-2,2009-8-11 09:28,房屋淹水,1,0,0,Flood,2009/08/09 14:09,2009/08/09,14:09,太保市東勢里已開始淹水，水已開始淹入民宅，請派員協助。,"1、08/09 14點21分通知公所張小姐派員前往處理。
2.08091441公所陳小姐回報已通知當地里長進行阻塞水溝清理處理情形後續回報
3.08110910詢問太保分隊表示當地水已退",結案建議,178960.25,2596589.5,120.304589,23.4708,"23.4708,120.304589"
1001001,嘉義縣,太保市,嘉義縣太保市,1189,嘉義縣太保市勞工住宅新安一街2巷9號,564-3,2009-8-11 09:14,人員受困,1,0,0,Flood,2009/08/09 05:51,2009/08/09,05:51,3-4人電梯受困，現場淹水，越來越高。,"1.08090549，派東石分隊前往支援
2.08091015東石分隊張隊員表示分隊已到達現場並救出1名受傷民眾
3.08110840應變中心詢問當地受災戶表示目前當地水已退已無危險現正家園重建中",結案建議,184329.82,2599670.18,120.357014,23.498843,"23.498843,120.357014"
1001001,嘉義縣,太保市,嘉義縣太保市,526,嘉義縣太保市新埤里232-5號,642-0,2009-8-9 10:23,積水地區,1,0,0,Flood,2009/08/09 09:50,2009/08/09,09:50,太保市新埤國小側門附近淹水約60公分請求協助,1.08090952電請市公所民政課龔課長派員協助處裡,處理中,182254.6,2597398.33,120.336799,23.478244,"23.478244,120.336799"
1001001,嘉義縣,太保市,嘉義縣太保市,487,嘉義縣太保市六興橋溪南至溪北橋頭有破洞,573-0,2009-8-9 06:36,積水地區,1,0,0,Flood,2009/08/09 06:18,2009/08/09,06:18,該處淹水請求填補並派抽水機。,0809/0630，回報第五河川局應變中心，派員現場勘查。,處理中,181896.09,2598856.37,120.333224,23.491395,"23.491395,120.333224"
1001001,嘉義縣,太保市,嘉義縣太保市,482,嘉義縣太保市勞工住宅,566-0,2009-8-9 06:04,積水地區,1,0,0,Flood,2009/08/09 05:44,2009/08/09,05:44,淹水請求抽水機,0809/0557，經通報太保市公所，蕭先生已派抽水機前往。,處理中,181896.09,2598856.37,120.333224,23.491395,"23.491395,120.333224"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1890,嘉義縣朴子市竹村里一帶,755-1,2009-8-12 19:11,積水地區,1,0,0,Flood,2009/08/09 14:36,2009/08/09,14:36,上述地點淹水及胸四鴨母寮大牌破堤,"1.08091440通報水利處應變小組處理
2.08121910電尋朴子市公所表示該處積水已退",結案建議,173488.12,2592958.03,120.25121,23.437762,"23.437762,120.25121"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1597,嘉義縣朴子市正興里,606-1,2009-8-12 04:25,積水地區,1,0,0,Flood,2009/08/09 08:07,2009/08/09,08:07,朴子溪溪水溢流請求抽水機支援,"1.08090812店請水利處應變小組立即處理
2.08090837電聯應變小組表示無抽水機支援請求中央支援
3.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,172835.78,2596318.76,120.244654,23.468077,"23.468077,120.244654"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1596,嘉義縣朴子市竹村里過埤仔71號,602-1,2009-8-12 04:24,房屋淹水,1,0,0,Flood,2009/08/09 08:35,2009/08/09,08:35,朴子市竹村里過埤仔71號淹水需協助撤離。,"一、08/09 08點35分由消防局派朴子分隊前往處理。
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,173488.12,2592958.03,120.25121,23.437762,"23.437762,120.25121"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1595,嘉義縣朴子市應菜埔7-2巷,630-1,2009-8-12 04:23,積水地區,1,0,0,Flood,2009/08/09 09:45,2009/08/09,09:45,淹水,"1.08090947通報水利處應變小組派員處理
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,172835.78,2596318.76,120.244654,23.468077,"23.468077,120.244654"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1594,嘉義縣朴子市松華里251號,633-1,2009-8-12 04:23,積水地區,1,0,0,Flood,2009/08/09 09:30,2009/08/09,09:30,該地淹水老人受困需物資,"1.通報朴子公所田小姐前往處理
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,173485.24,2589522.43,120.251357,23.40674,"23.40674,120.251357"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1593,嘉義縣朴子市佳禾里,636-1,2009-8-12 04:22,積水地區,1,0,0,Flood,2009/08/09 09:38,2009/08/09,09:38,朴子市佳禾里苦瓜寮哈巴士大圳水已滿位開始溢進佳禾社區,"1.08090938公所通報後請其持續警戒.有任何需要再向應變中心請求協助或進行撤離安置
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,174098.73,2594102.81,120.257128,23.448128,"23.448128,120.257128"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1592,嘉義縣朴子市,744-1,2009-8-12 04:21,積水地區,1,0,0,Flood,2009/08/09 14:24,2009/08/09,14:24,大同國小正對面文化學園地下室水一直往下流程3米寬4米高半米請求抽水機或沙包堆置,"1.08091430報水利處應變小組處理
0811下午朴子市淹水消退",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1591,嘉義縣朴子市內厝里永和里,733-1,2009-8-12 04:20,積水地區,1,0,0,Flood,2009/08/09 13:40,2009/08/09,13:40,朴子市公所秘書來電內厝里永和里鄰河川處需要沙包,"1.08091350移請水利處處理
2.08091355電請水利處應變小組妥處
0811下午朴子市淹水消退",結案建議,172671.12,2596770.41,120.243019,23.472147,"23.472147,120.243019"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1590,嘉義縣朴子市竹圍里南通路3段663號,705-1,2009-8-12 04:18,積水地區,1,0,0,Flood,2009/08/09 12:05,2009/08/09,12:05,上述地點淹水及膝請求沙包30包支援,"1.08091250通報水利處應變小組妥楚處
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,172602.19,2595610.6,120.242404,23.461672,"23.461672,120.242404"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1589,嘉義縣朴子市海通路,694-1,2009-8-12 04:16,積水地區,1,0,0,Flood,2009/08/09 12:03,2009/08/09,12:03,淹水深及膝,"1.08091210通報朴子市公所處裡
0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,171915,2595867,120.235665,23.463954,"23.463954,120.235665"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1587,嘉義縣朴子市崁後里135號,880-1,2009-8-12 04:11,房屋淹水,1,0,0,Flood,2009/08/09 17:27,2009/08/09,17:27,上述災害地點已水深及腰，因住平房有2位老人急需救援。,"1.由消防局勤務指揮中心通知朴子消防隊派員前往。
2.0811下午朴子市淹水消退，查目前已無人員受困待援",結案建議,170521.41,2593897.48,120.222129,23.446103,"23.446103,120.222129"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1586,嘉義縣朴子市,924-1,2009-8-12 04:10,積水地區,1,0,0,Flood,2009/08/09 19:00,2009/08/09,19:00,朴子市朴子國中明智路附近水淹大腿請協助派員抽水,"1.08091902轉知水利處統籌處理
2.08091930已通知水利處應變小組調派處理
0811下午朴子市淹水消退",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1583,嘉義縣朴子市中興路87號,980-1,2009-8-12 04:03,積水地區,1,0,0,Flood,2009/08/09 21:00,2009/08/09,21:00,申請沙包,"08092100，已通知公所處理。
0811下午朴子市淹水消退",結案建議,172811.39,2595369.28,120.244464,23.459502,"23.459502,120.244464"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1582,嘉義縣朴子市文化里開元路附近,1014-1,2009-8-12 04:02,房屋淹水,1,0,0,Flood,2009/08/09 22:25,2009/08/09,22:25,朴子市文化里開元路，海通路附近淹水,"08092120，已通知水利處應變小組，已派員前往災區處理。
0811下午朴子市淹水消退，查目前無人員受困待援",結案建議,172097,2595943,120.237442,23.464649,"23.464649,120.237442"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1575,嘉義縣朴子市高明幼稚園,1722-0,2009-8-12 03:55,積水地區,1,0,0,Flood,2009/08/10 08:31,2009/08/10,08:31,上述地點地下室淹水請派人支援,"1.08100837通知公所涂小姐派員前往處理並回報
2.0811下午朴子市淹水消退。",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1574,嘉義縣朴子市衛生所,1721-0,2009-8-12 03:54,積水地區,1,0,0,Flood,2009/08/10 10:10,2009/08/10,10:10,積水請求抽水機,"1.08101013通知水利處應變小組處理
2.0811下午朴子市淹水消退。",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1573,嘉義縣朴子市,1720-0,2009-8-12 03:53,積水地區,1,0,0,Flood,2009/08/10 12:30,2009/08/10,12:30,教育處反映朴子市縣立體育館地下室因淹水暫時無法復電因體育館電路與附近民眾同一線路請水利處調派抽水機協助抽水俾利及早使附近停電戶復電,"1.08101255已請水利處應變小組處理
2.0811下午朴子市淹水消退。",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1572,嘉義縣朴子市平和里山通路35之1號,1196-1,2009-8-12 03:52,房屋淹水,1,0,0,Flood,2009/08/10 15:53,2009/08/10,15:53,地下室淹水,"一、0810、1611已通知水利處應變小組，小組表示要通知公所。
二、0810、1617已通知公所FAX抽水機請求單給水利處應變小組。
三、08110811下午朴子市淹水解除。",結案建議,172884.49,2596057,120.245144,23.465716,"23.465716,120.245144"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1570,嘉義縣朴子市文化北路3號,1718-0,2009-8-12 03:51,房屋淹水,1,0,0,Flood,2009/08/10 15:54,2009/08/10,15:54,上述地點地下室淹水需抽水。,"一、08/10 1606請水利處派員前往並回報。
二、0811下午朴子市淹水解除",結案建議,172478.91,2595865.65,120.241184,23.463969,"23.463969,120.241184"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1569,嘉義縣朴子市中正路179號,1204-1,2009-8-12 03:49,房屋淹水,1,0,0,Flood,2009/08/10 15:55,2009/08/10,15:55,小型家庭紙工廠紙張浸水，約有2個房間多，請求支援清理。,"0810、1420移請公所黃鈺娟處理，黃員表示已申國軍協助請理，會一併把個案加進去。
0811下午朴子市淹水解除，並申請國軍支援有案",結案建議,172686.88,2596013.63,120.243212,23.465315,"23.465315,120.243212"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1565,嘉義縣朴子市尚品火鍋店,896-1,2009-8-12 03:44,其他,1,0,0,Flood,2009/08/09 18:20,2009/08/09,18:20,上述地點急需沙包,"1.08091820通之朴子公所黃小姐派員前往處理並與報案人聯繫
2.0811下午朴子市淹水解除，目前查無人員受困待援",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1563,嘉義縣朴子市竹村里201號,1716-0,2009-8-12 03:40,其他,1,0,0,Flood,2009/08/10 09:18,2009/08/10,09:18,積水請求抽水機。,"0930請水利處派員前往處理。
0811-2300水利處資料目前朴子市淹水已解除",結案建議,173488.12,2592958.03,120.25121,23.437762,"23.437762,120.25121"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1497,嘉義縣朴子市竹圍里,1094-2,2009-8-11 21:26,積水地區,1,0,0,Flood,2009/08/10 07:01,2009/08/10,07:01,新生行、文化路一帶淹水及腰。,"一、0810/0706，朴子公所回報竹圍里一帶積水50公分左右，持續抽水中。
二、0810/0714，洽朴子公所新生路口、文化路一帶積水已退至腳部。",結案建議,173008.79,2595074.25,120.246411,23.456848,"23.456848,120.246411"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1481,嘉義縣朴子市光復路45號,1093-1,2009-8-11 20:37,其他,1,0,0,Flood,2009/08/10 06:13,2009/08/10,06:13,朴子市光復路45號，地下室積水需抽水機。,"一、0810/0645，已電話通知朴子公所處理。
二、0810/0650，公所已和需求人聯繫抽水機事宜。
三、0811/2026，電話聯絡上述電話屋主陳小姐表示已處理完畢。",結案建議,172965.6,2596073.86,120.245937,23.465872,"23.465872,120.245937"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1362,嘉義縣朴子市?溪國小,1539-0,2009-8-11 15:12,其他,1,0,0,Flood,2009/08/11 11:08,2009/08/11,11:08,上述地點地下室淹水， 需協助調派抽水機協助抽水。,"1、08/11 1110本案移請水利處協助辦理。
2、08/11 1115 水利處應變小組處理中。
3.08111230水利科暫無抽水機可調派會再與學校聯繫
4.08111455水利科已與該校校長聯絡尚無抽水機可調派會再連絡",結案建議,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1349,嘉義縣朴子市崁後里,1395-1,2009-8-11 14:53,其他,1,0,0,Flood,2009/08/11 09:30,2009/08/11,09:30,上述地點極需調派抽水機3部協助抽水,"1.08110934本案移請水利處協助調度
2.08110940已聯絡水利科速處理
3.08111440已調派3部抽水機前往抽水",結案建議,170521.41,2593897.48,120.222129,23.446103,"23.446103,120.222129"
1001002,嘉義縣,朴子市,嘉義縣朴子市,1201,嘉義縣朴子市新興122巷18弄5號,697-1,2009-8-11 09:43,積水地區,1,0,0,Flood,2009/08/09 11:55,2009/08/09,11:55,朴子市新興122巷18弄5號該大樓地下室快淹水需要沙包,"1.08091205移請水利處處理沙包
2.08091210通報朴子市公所處裡
3.08110935電話聯絡朴子市公所黃玉娟表示從中午至晚上已陸續請報案人領取沙包",結案建議,172835.78,2596318.76,120.244654,23.468077,"23.468077,120.244654"
1001002,嘉義縣,朴子市,嘉義縣朴子市,842,嘉義縣朴子市文明路7-23號,1062-1,2009-8-10 01:28,人員受困,1,0,0,Flood,2009/08/09 21:05,2009/08/09,21:05,上述地點淹水請求救援(協助脫困)吳小姐(11年次),已通知朴子分隊前往搶救.,結案建議,173362.25,2596063.37,120.24982,23.465796,"23.465796,120.24982"
1001002,嘉義縣,朴子市,嘉義縣朴子市,839,嘉義縣朴子市崁後里,1060-1,2009-8-10 01:18,人員疏散及災民收容,1,0,0,Flood,2009/08/09 18:25,2009/08/09,18:25,崁後里全淹水.請求轍離.,1.已調派雙福分隊及嘉義市前往支援.,結案建議,170521.41,2593897.48,120.222129,23.446103,"23.446103,120.222129"
1001002,嘉義縣,朴子市,嘉義縣朴子市,570,嘉義縣朴子市省立朴子醫院,708-0,2009-8-9 13:01,積水地區,1,0,0,Flood,2009/08/09 12:40,2009/08/09,12:40,李小姐護士朴子市省立朴子醫院淹水需協助抽水機抽水,"1.08091245移請水利處協助
2.08091247電請水利處應變中心妥處",處理中,173969.61,2596295.97,120.255753,23.467924,"23.467924,120.255753"
1001002,嘉義縣,朴子市,嘉義縣朴子市,542,嘉義縣朴子市雙溪里,666-0,2009-8-9 11:23,積水地區,1,0,0,Flood,2009/08/09 10:50,2009/08/09,10:50,雙溪口水閘門破掉造成附近住家淹大水,1.連絡水利處應變中心立即處裡,處理中,176521.77,2598322.27,120.280635,23.486338,"23.486338,120.280635"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1980,嘉義縣布袋鎮貴舍里,854-2,2009-8-13 07:20,積水地區,1,0,0,Flood,2009/08/09 17:05,2009/08/09,17:05,貴舍里全村皆淹水有平房淹水半樓高須撤離,"1.08091705請指揮中心調度車輛前往救災
2.0813/0656，水利處災情彙整表：貴舍里半月部落積水40公分。",處理中,169321.93,2592698.25,120.210454,23.435216,"23.435216,120.210454"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1617,嘉義縣布袋鎮白水湖,691-1,2009-8-12 08:46,積水地區,1,0,0,Flood,2009/08/09 11:55,2009/08/09,11:55,上述地點淹水請求支援2臺抽水機,"1.08091205報水利應變小組處裡
2.08101630以請施工廠商處理目前持續抽水中",結案建議,164343.81,2586357.24,120.162101,23.377707,"23.377707,120.162101"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1616,嘉義縣布袋鎮東港里埔仔厝整村淹水,681-1,2009-8-12 08:44,積水地區,1,0,0,Flood,2009/08/09 11:25,2009/08/09,11:25,整村淹水，請求前往抽水。,"一、08/09 11點27分通報布袋公所水利處派員處理。
二、08/09 11點48分通報水利處應變中心立即處理。
三.08101630已請中央支援{8/10臺北市政府支援抽水機3臺十河局支援抽水機2臺目前由布袋公所調度}",結案建議,167539.89,2586239.67,120.193369,23.37681,"23.37681,120.193369"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1423,嘉義縣布袋鎮貴舍里半月,1481-1,2009-8-11 18:57,積水地區,1,0,0,Flood,2009/08/11 12:44,2009/08/11,12:44,上述地點靠近十全駕訓班一帶持續淹水請調派抽水機前往抽水,"1.08111248本案移請水利處派員處理
2.08111250通報水利處應變小組處理
3.08/11 1405聯繫水利處應變中心表示，已請布袋鎮公所處理，惟公所表示抽水機不足，由災情嚴重優先。
4.08/11 1550電洽布袋公所表示，該處抽水機無法進入，暫無法處理。
5.08/11 1820電洽布袋公所，已調移動抽水機進行抽水。",結案建議,169321.93,2592698.25,120.210454,23.435216,"23.435216,120.210454"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1233,嘉義縣布袋鎮新岑里布袋國中附近,1098-1,2009-8-11 10:41,積水地區,1,0,0,Flood,2009/08/10 07:14,2009/08/10,07:14,淹水、抽水機未作動。,"一、0810轉交應變中心相關人員瞭解處理。
二、0810/0740，已電話通知布袋公所並將處理情形向報案人說明處理情形。
三、08/11 1025電話聯絡報告人表示，目前水位已退，還有積水狀況。",處理中,164978.64,2583027.25,120.168498,23.347672,"23.347672,120.168498"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1193,嘉義縣布袋鎮永安里277-16號,1377-0,2009-8-11 09:26,水利設施損壞,1,0,0,Flood,2009/08/09 07:40,2009/08/09,07:40,布袋鎮永安里277-16號旁水門遭沖走水一直淹上來,"1.08090747已先行聯絡公所請公所與報案人聯絡了解詳細狀況後盡快處理
2.08110920公所以派人處理因水流很急及深待水位退後{邱小姐}報案人直接聯絡公所人員處理",結案建議,166944.68,2585112.76,120.18761,23.366604,"23.366604,120.18761"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1185,嘉義縣布袋鎮光復里東安庄59號,723-2,2009-8-11 08:59,其他,1,0,0,Flood,2009/08/09 13:30,2009/08/09,13:30,布袋地區抽水機損壞無法抽水,"1.08091328移請水利處處裡
2.08091330電洽布袋鎮公所課長請其妥處其表示並非損壞而是雨量太大無法及時抽水
",結案建議,163632.68,2585042.82,120.155221,23.365801,"23.365801,120.155221"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1037,嘉義縣布袋鎮,1220-0,2009-8-10 18:18,積水地區,1,0,0,Flood,2009/08/09 13:02,2009/08/09,13:02,十全駕訓班附近堤防潰堤,1.08091305已通報第五河川局應變小組,處理中,164343.81,2586357.24,120.162101,23.377707,"23.377707,120.162101"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,1014,嘉義縣布袋鎮,1199-0,2009-8-10 16:36,積水地區,1,0,0,Flood,2009/08/10 16:05,2009/08/10,16:05,前東港排水破提。,一、0810、1625已請水利處應變小組妥為處理。,處理中,164343.81,2586357.24,120.162101,23.377707,"23.377707,120.162101"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,826,嘉義縣布袋鎮,1051-0,2009-8-9 23:48,房屋淹水,1,0,0,Flood,2009/08/09 23:45,2009/08/09,23:45,布袋分隊分隊長指出布袋鎮內災情頻傳，分隊人車全出動救災，請求國軍前往協助救災。,通報國軍請求支援人力30人協助救災。,處理中,164343.81,2586357.24,120.162101,23.377707,"23.377707,120.162101"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,666,嘉義縣布袋鎮岑海里新南二街48號,792-1,2009-8-9 17:38,房屋淹水,1,0,0,Flood,2009/08/09 15:30,2009/08/09,15:30,布袋鎮岑海里新南二街48號停電、淹水，請求物資支援及安置。,"一、08/09 1531通知鎮公所派員發放物資及協助安置。
二、08/09 16點45分連絡本人表示，公所會送慈濟便當，但因停電鐵捲門無法開啟。經公所轉知困難處，屆時將以電話聯繫，便於轉接物資。",處理中,163488.02,2586409.77,120.153727,23.378136,"23.378136,120.153727"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,609,嘉義縣布袋鎮岑海里,616-1,2009-8-9 15:31,積水地區,1,0,0,Flood,2009/08/09 09:00,2009/08/09,09:00,布袋鎮海埔新生地新北2街淹水請加派抽水機抽水,"1.08090905已洽公所該區抽水站續運轉正常因雨勢太大無法完全抽離淹水位
08091525公所來電損壞之抽水機已修復並正常運轉",結案建議,162678.37,2586571.82,120.145799,23.379556,"23.379556,120.145799"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,578,嘉義縣布袋鎮永安里277-16號,615-1,2009-8-9 13:27,水利設施損壞,1,0,0,Flood,2009/08/09 09:09,2009/08/09,09:09,上述地點大排破一個大洞造成附近淹水。,"一、08/09 09點16分通知布袋公所人員詹先生派員前往處理。
二、08/09 13點21分公所曾先生回覆上述災害地點有排水蓋，因排水蓋被水沖走，才造成附近淹水，公所目前已緊急購置排水溝蓋，俟天候狀況立即派員前往修復。",處理中,166944.68,2585112.76,120.18761,23.366604,"23.366604,120.18761"
1001003,嘉義縣,布袋鎮,嘉義縣布袋鎮,575,嘉義縣布袋鎮永安里,714-0,2009-8-9 13:12,積水地區,1,0,0,Flood,2009/08/09 12:53,2009/08/09,12:53,淹水,1.08091300報水利處應變小組處裡,處理中,166944.68,2585112.76,120.18761,23.366604,"23.366604,120.18761"
