TOWN_ID,C_Name,T_Name,No,Time,Day,day2,Hour2,Hour,NFULLN,Flood,Traffic,Landslide,disastertype,situation,goods,Keywords,X,Y,Lon,Lat,geo
1000812,南投縣,信義鄉,742,2009/8/11 16:00,2009/8/11,1,16:00,1_16,南投縣信義鄉,0,0,1,Landslide,同富消防局附近土石流到處流竄..附近的稻田全部被滾滾土石給掩埋住..雖然居民目前沒有生命危險..但物資非常缺乏..聯外道路連續中斷好幾天了..受困了好幾千人的居民..急需等待物資.., ,土石流、物資、受困,238558.52,2610573.07,120.88789,23.59858,"23.59858,120.88789"
1000812,南投縣,信義鄉,873,2009/8/10 20:00,2009/8/10,1,20:00,1_20,南投縣信義鄉,1,0,0,Flood,「隆華國小」　?教師宿舍被濁水溪支流沖垮。　?學校地基下陷，達一層樓高。　?對外聯絡中斷，手機市話不通。　?停電兩天。　?住宿教師和附近民眾已逃離至高處及學生家中。,?恢復電力。　?恢復電話。　?糧食、水。,聯絡中斷、沖垮,245844.64,2598243.5,120.95932,23.48728,"23.48728,120.95932"
1000812,南投縣,信義鄉,944,2009/8/10 23:00,2009/8/10,1,23:00,1_23,南投縣信義鄉,0,1,0,Traffic,"剛聯絡上桐林社區以及草坪頭上的家人,除了道路中斷以外,目前裡面的人是安全的,如果內有親人的~請不用太擔心,另外和社地區的居民是退到台大實驗林裡面,目前沒電使用,東埔溫泉對外交通中斷,神木村對外交通中斷,目前實際狀況還在確認...", ,交通中斷,245844.64,2598243.5,120.95932,23.48728,"23.48728,120.95932"
1000812,南投縣,信義鄉,950,2009/8/10 23:00,2009/8/10,1,23:00,1_23,南投縣信義鄉,0,1,1,Traffic&Landslide,神木商店被土石掩蓋.神木富貴茶廠全部被土石沖走.紅橋斷.神木國小岌岌可危.對外交通中斷很多人孤島無援.裡頭有極需洗腎病人救援.只能有收訊時打來說幾句就斷訊.拜託幫幫忙,直升機去接洗腎的病人.拜託,土石、交通中斷、斷訊,236392.17,2606495.39,120.8667,23.56174,"23.56174,120.8667"
1000812,南投縣,信義鄉,1452,2009/8/10 15:00,2009/8/10,2,15:00,2_15,南投縣信義鄉,0,0,1,Landslide,根據東埔山中居民傳來的消息，土石流把東埔溪堵住大半，因此在山上形成一個新的堰塞湖，隨時可能崩塌。一旦崩塌，水流將衝往中下游的村落，後果不堪設想。,緊急救援,土石流,221273.53,2574063.26,120.71922,23.26868,"23.26868,120.71922"
1000812,南投縣,信義鄉,1531,2009/8/11 16:00,2009/8/11,2,16:00,2_16,南投縣信義鄉,0,1,0,Traffic,"已經被困在裡面3天了,因橋斷今早空投的物資無法運到到1X6k的位置,裡面急缺糧食跟水另外也沒有電,另外目前裡面還有屍體要運出來.希望能空投補給物資給予幫助.","糧食,水,補給物資",橋斷、物資,245844.64,2598243.5,120.95932,23.48728,"23.48728,120.95932"
1000904,雲林縣,西螺鎮,183,2009/8/9 15:00,2009/8/9,0,15:00,0_15,雲林縣西螺鎮,0,1,0,Traffic,西螺溪州大橋封閉, ,大橋封閉,188502.56,2627682.72,120.39671,23.75195,"23.75195,120.39671"
1000916,雲林縣,臺西鄉,192,2009/8/9 16:00,2009/8/9,0,16:00,0_16,雲林縣臺西鄉,1,1,0,Flood&Traffic,麥寮往崙豐方面道路淹水，台78線台西路段淹水。目前崙豐仁愛路水深到小腿，雨還在不停的下。目前沒有任何新聞台報導。, ,淹水、'%路%淹水%',166737.31,2620532.8,120.18361,23.68641,"23.68641,120.18361"
1000917,雲林縣,元長鄉,235,2009/8/9 18:00,2009/8/9,0,18:00,0_18,雲林縣元長鄉,1,0,0,Flood,往內寮、崙仔方面路面積水, ,積水,179929.35,2616495.99,120.31314,23.65059,"23.65059,120.31314"
1000917,雲林縣,元長鄉,419,2009/8/10 01:00,2009/8/10,1,01:00,1_1,雲林縣元長鄉,1,0,0,Flood,水深到腰部了, ,水深,179929.35,2616495.99,120.31314,23.65059,"23.65059,120.31314"
1000917,雲林縣,元長鄉,502,2009/8/10 08:00,2009/8/10,1,08:00,1_8,雲林縣元長鄉,1,0,0,Flood,鹿寮地區北港溪堤防受損，造成鹿寮村、新吉村、內寮村、崙仔村、下寮村、等北港溪沿岸，都有淹水情況產生,請雲林縣政府趕緊派人瞭解，那些有六成以上的村民都是老人,淹水,179929.35,2616495.99,120.31314,23.65059,"23.65059,120.31314"
1001002,嘉義縣,朴子市,195,2009/8/9 16:00,2009/8/9,0,16:00,0_16,嘉義縣朴子市,1,0,0,Flood,自來水廠後面堤防恐被掏空, ,堤防,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,215,2009/8/9 16:00,2009/8/9,0,16:00,0_16,嘉義縣朴子市,1,0,0,Flood,水淹及膝,急需沙包、沙袋,水淹,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,238,2009/8/9 18:00,2009/8/9,0,18:00,0_18,嘉義縣朴子市,1,0,0,Flood,"朴子市到處淹水,如民眾有任何需要協助的地方請播打市長電話或是機要電話", ,淹水,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,327,2009/8/9 22:00,2009/8/9,0,22:00,0_22,嘉義縣朴子市,1,0,0,Flood,"朴子市現在淹水情形越來越嚴重,連地勢高的地區都在淹水,那地勢低的地方就更不用說了,請有關單位多加關心,準備橡皮艇及規劃好臨時住所,以便臨機應變.", ,淹水,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,382,2009/8/10 00:00,2009/8/10,1,00:00,1_0,嘉義縣朴子市,1,0,0,Flood,"據親人描述已停電,水深過大腿,所有用品接已泡湯,擔心水越來越高,由於沒時間講電話,請住附近的人可以即時更新災情", ,停電、水深,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,387,2009/8/10 00:00,2009/8/10,1,00:00,1_0,嘉義縣朴子市,1,0,0,Flood,8/9淹最高(1X8公分的女生水及大腿),目前不需要,淹,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,690,2009/8/10 14:00,2009/8/10,1,14:00,1_14,嘉義縣朴子市,1,0,0,Flood,"據親人描述已停電,水深過大腿,所有用品接已泡湯,擔心水越來越高,請住附近的人可以即時更新災情", ,停電、水深,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,427,2009/8/10 02:00,2009/8/10,1,02:00,1_2,嘉義縣朴子市,1,0,0,Flood,"下午打電話給奶奶,他說淹水淹到家裡一樓,他跟我爺爺住在那裏而已,我姑姑的工廠也泡水自顧不暇,誰能告訴我那裏的狀況,兩老都有心臟疾病,我害怕一直搬東西他們心臟會受不了,也怕還有糖尿病的爺爺血糖降低,拜託大家,希望朴子不要再淹水了!睡不著怎麼上班", ,淹水,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,435,2009/8/10 02:00,2009/8/10,1,02:00,1_2,嘉義縣朴子市,1,0,0,Flood,水淹及小腿..最深處及大腿...無法出門...水位雖有下降但速度緩慢...抽水機口徑太小...雖多台但無濟於事,希望能建立較大口徑抽水站徹底解決朴子水患問題,水淹,170898.47,2595283.56,120.22575,23.45864,"23.45864,120.22575"
1001002,嘉義縣,朴子市,455,2009/8/10 04:00,2009/8/10,1,04:00,1_4,嘉義縣朴子市,1,0,0,Flood,剛剛冒著危險跑去堤防從頭看到尾 發現4處龜裂益水(水量頗大),請相關人員去勘查 以避免發生突發狀況,堤防,173969.61,2596295.97,120.25575,23.46792,"23.46792,120.25575"
1001002,嘉義縣,朴子市,471,2009/8/10 06:00,2009/8/10,1,06:00,1_6,嘉義縣朴子市,1,0,0,Flood,昨天淹至人的胸口了吧。已經不行在水裡走動了。今天有退了。但退很慢！但為何沒有人來看情況丫？連一個消防員也沒有，沒有一個人來探視。沒有食物，只能找餅乾吃。又要搬東西，哪來的體力！, ,淹、食物,198862.87,2613361.31,120.49884,23.62299,"23.62299,120.49884"
1001003,嘉義縣,布袋鎮,119,2009/8/9 11:00,2009/8/9,0,11:00,0_11,嘉義縣布袋鎮,1,0,0,Flood,淹水 水深及腰，電話不通,物資需求極大,淹水、電話,164343.81,2586357.24,120.1621,23.37771,"23.37771,120.1621"
1001003,嘉義縣,布袋鎮,348,2009/8/9 22:00,2009/8/9,0,22:00,0_22,嘉義縣布袋鎮,1,0,0,Flood,"嘉義縣布袋鎮東港里和永安里已經淹水至腰部, 目前仍繼續進水中 ~ 預計凌晨一點會再漲潮, 有些住戶無地方居住", ,淹水,167539.89,2586239.67,120.19337,23.37681,"23.37681,120.19337"
1001003,嘉義縣,布袋鎮,23,2009/8/9 03:00,2009/8/9,0,03:00,0_3,嘉義縣布袋鎮,1,0,0,Flood,海水倒灌，低窪地區進水，淹到膝蓋。八掌溪危急, ,淹,164343.81,2586357.24,120.1621,23.37771,"23.37771,120.1621"
1001003,嘉義縣,布袋鎮,101,2009/8/9 09:00,2009/8/9,0,09:00,0_9,嘉義縣布袋鎮,1,0,0,Flood,昨天豪雨已有積水 早上雨停有抽水 積水有消退跡象 但後來雨一下立刻又水淹及腰 曾聯繫布袋鎮消防局 但消防局表示已全員出動救援, ,水淹,164343.81,2586357.24,120.1621,23.37771,"23.37771,120.1621"
1001003,嘉義縣,布袋鎮,553,2009/8/10 10:00,2009/8/10,1,10:00,1_10,嘉義縣布袋鎮,1,0,0,Flood,水淹至一樓高,"交通中斷,毫無物資,請儘速救援",水淹,164343.81,2586357.24,120.1621,23.37771,"23.37771,120.1621"
1001003,嘉義縣,布袋鎮,913,2009/8/10 21:00,2009/8/10,1,21:00,1_21,嘉義縣布袋鎮,1,0,0,Flood,"布袋海埔新生地8月9號早上.淹大水就是西南邊的水門工早上沒到抽水站抽水.讓雨水.水位持續上升,而淹到抽水機因此抽水機故障,導致水淹沒整個海埔新生地,令人不禁懷疑有嚴重的人為疏失.公所為什麼不策查這位水門工有沒有失職.如不策查.我po上網供國人審判.", ,水淹,164343.81,2586357.24,120.1621,23.37771,"23.37771,120.1621"
1001003,嘉義縣,布袋鎮,1780,2009/8/11 20:00,2009/8/11,2,20:00,2_20,嘉義縣布袋鎮,1,0,0,Flood,原本水深及腰，目前積水稍退，全村平安，勿擔心。,須協助學生返校及工作崗位。,積水,167539.89,2586239.67,120.19337,23.37681,"23.37681,120.19337"
1001005,嘉義縣,民雄鄉,145,2009/8/9 13:00,2009/8/9,0,13:00,0_13,嘉義縣民雄鄉,1,0,0,Flood,8/9淩晨開始淹水一公尺以上,需要水跟食物,淹水,192087.92,2606660.91,120.4327,23.56226,"23.56226,120.4327"
1001005,嘉義縣,民雄鄉,31,2009/8/9 04:00,2009/8/9,0,04:00,0_4,嘉義縣民雄鄉,1,0,0,Flood,金興村 嚴重積水(已有2樓高), ,積水,192087.92,2606660.91,120.4327,23.56226,"23.56226,120.4327"
1001005,嘉義縣,民雄鄉,45,2009/8/9 04:00,2009/8/9,0,04:00,0_4,嘉義縣民雄鄉,1,0,0,Flood,水淹兩層樓高，有人受困,待援,水淹、受困,192087.92,2606660.91,120.4327,23.56226,"23.56226,120.4327"
1001009,嘉義縣,東石鄉,625,2009/8/10 12:00,2009/8/10,1,12:00,1_12,嘉義縣東石鄉,1,0,0,Flood,村裡大部份的魚塭都已淹沒，水淹一層樓高，部份地勢較低窪處已超過一層樓高，從8/9(日)中午開始淹水至今都沒有任何糧食，像個孤島一樣。請大家幫忙,食物及飲用水…請大家幫忙！謝謝！,淹沒、糧,162406.45,2594658.45,120.14267,23.45256,"23.45256,120.14267"
1001009,嘉義縣,東石鄉,493,2009/8/10 07:00,2009/8/10,1,07:00,1_7,嘉義縣東石鄉,1,0,0,Flood,"水深都超過腰,水有越淹越高的趨勢",需要,水深,164301.11,2598530.52,120.16099,23.48762,"23.48762,120.16099"
1001009,嘉義縣,東石鄉,1690,2009/8/11 18:00,2009/8/11,2,18:00,2_18,嘉義縣東石鄉,1,0,0,Flood,水還是在胸口處,食物、飲用水、照明設備、大型抽水機,水、食物,162406.45,2594658.45,120.14267,23.45256,"23.45256,120.14267"
1001010,嘉義縣,義竹鄉,197,2009/8/9 16:00,2009/8/9,0,16:00,0_16,嘉義縣義竹鄉,1,0,0,Flood,"有2位老人家受困在水中,患有糖尿病並受傷,情況緊急,請求救助", ,水中、受困,172818.17,2588648.07,120.24487,23.39881,"23.39881,120.24487"
1001010,嘉義縣,義竹鄉,305,2009/8/9 21:00,2009/8/9,0,21:00,0_21,嘉義縣義竹鄉,1,1,0,Flood&Traffic,水淹高到大人肚臍 沒有食物 整個村子都淹水淹掉了 稍早停電過 不知道會不會再停 沒有食物 水不知什麼時候會退 對外道路也都淹水 可能需要橡皮艇協助 人受困二樓,食物 飲水,淹水、道路、食物,172818.17,2588648.07,120.24487,23.39881,"23.39881,120.24487"
1001010,嘉義縣,義竹鄉,453,2009/8/10 04:00,2009/8/10,1,04:00,1_4,嘉義縣義竹鄉,1,0,0,Flood,九號下午四點因水漲，緊急撤離到村內最高處保安宮，不清楚目前那邊物資的狀況，幾乎全村的人都撤到保安宮，村內幾乎都是老人。,希望有網友可以提供附近目前的災害資訊以及物資供應需求狀況,水漲,192450,2591698,120.43682,23.42716,"23.42716,120.43682"
1001010,嘉義縣,義竹鄉,499,2009/8/10 08:00,2009/8/10,1,08:00,1_8,嘉義縣義竹鄉,0,1,0,Traffic,"厚生橋封橋中, 請問現在有路可以進入義竹鄉嗎? 謝謝", ,封橋,172818.17,2588648.07,120.24487,23.39881,"23.39881,120.24487"
1001012,嘉義縣,水上鄉,268,2009/8/9 19:00,2009/8/9,0,19:00,0_19,嘉義縣水上鄉,0,0,1,Landslide,後山野戰露營區排水不良垃圾賭塞在排水孔導致土石流坍方危及居民,需要人力及挖土機協助,土石流、坍方,189568.05,2592007.43,120.40861,23.42985,"23.42985,120.40861"
1001012,嘉義縣,水上鄉,18,2009/8/9 03:00,2009/8/9,0,03:00,0_3,嘉義縣水上鄉,1,0,0,Flood,水淹到小腿一半了..., ,水淹,189568.05,2592007.43,120.40861,23.42985,"23.42985,120.40861"
1001013,嘉義縣,中埔鄉,545,2009/8/10 10:00,2009/8/10,1,10:00,1_10,嘉義縣中埔鄉,0,0,1,Landslide,對外交通中斷.土石流.無店.尚有3~4戶人家未撤,無法立即撤離.就請先給物資,土石流,194977.14,2594656.76,120.46144,23.45397,"23.45397,120.46144"
1001013,嘉義縣,中埔鄉,942,2009/8/10 23:00,2009/8/10,1,23:00,1_23,嘉義縣中埔鄉,0,1,1,Traffic&Landslide,目前斷水斷電，聯外道路毀壞，多處山崩......似乎還有人尚未撤離。友人手機沒電已聯絡不上，請各單位幫忙注意，謝謝, ,山崩、道路、聯絡不上,194977.14,2594656.76,120.46144,23.45397,"23.45397,120.46144"
1001013,嘉義縣,中埔鄉,1113,2009/8/11 08:00,2009/8/11,2,08:00,2_8,嘉義縣中埔鄉,0,0,1,Landslide,目前斷電斷水斷路快斷糧嚴重土石流，該戶袁姓居民簡訊傳達”對面的山發生四處山崩，後面的山也多處山崩，因斷電無法充電故無法再傳遞消息”，目前失聯,急需帶離現場,土石流,194977.14,2594656.76,120.46144,23.45397,"23.45397,120.46144"
1001014,嘉義縣,竹崎鄉,208,2009/8/9 16:00,2009/8/9,0,16:00,0_16,嘉義縣竹崎鄉,0,1,0,Traffic,山路斷了，20多人困在山上。,這是一家佛寺，請想辦法送食物。食物僅剩三天。,路、困,204253.38,2602494.21,120.552,23.52503,"23.52503,120.552"
1001014,嘉義縣,竹崎鄉,227,2009/8/9 17:00,2009/8/9,0,17:00,0_17,嘉義縣竹崎鄉,0,0,1,Landslide,石流把一戶民宅淹沒 人有逃出 目前停電 市話斷訊中 手機時好時壞,希望直昇機明天可以起降的時候 把民生物資載往當地光華國小,停電、通訊、石流,204253.38,2602494.21,120.552,23.52503,"23.52503,120.552"
1001014,嘉義縣,竹崎鄉,322,2009/8/10 21:00,2009/8/10,0,21:00,0_21,嘉義縣竹崎鄉,1,0,0,Flood,於9日凌晨2時左右，河水暴漲沖刷地基，我的家坍塌全被沖走了，沿著牛稠溪往下流走。懇請下游的民眾如有發現貨櫃屋請與我連絡。另請好心的民眾可以捐助病人用氣墊床1只、病床1張、成人用尿布一些(以上為我的母親要用的，她目前暫時被鄉公所安置在灣橋護理之家)，以及一些女性,棲身居住所、病床、病人用氣墊床,暴漲、沖走、成人用尿布,204253.38,2602494.21,120.552,23.52503,"23.52503,120.552"
1001014,嘉義縣,竹崎鄉,85,2009/8/9 08:00,2009/8/9,0,08:00,0_8,嘉義縣竹崎鄉,1,1,0,Flood&Traffic,"對外道路已經中斷,昨天還有電話連絡,家人說昨天下午就一直停電停到晚上,現在打電話都打不通了,昨天說整個奮起湖車站向大海一樣,也出現很多瀑布","現在想知道那邊的情況,還有家人們有沒有即刻的危險",%道路%中斷%'、電話、像大海一樣,243746,2484238.96,120.93923,22.45773,"22.45773,120.93923"
1001014,嘉義縣,竹崎鄉,543,2009/8/11 10:00,2009/8/11,1,10:00,1_10,嘉義縣竹崎鄉,0,0,1,Landslide,土石流.對外交通不便.老人20人左右,無法立即撤離.就請先給物資,土石流,204253.38,2602494.21,120.552,23.52503,"23.52503,120.552"
1001014,嘉義縣,竹崎鄉,640,2009/8/9 12:00,2009/8/9,1,12:00,1_12,嘉義縣竹崎鄉,0,1,0,Traffic,交通中斷、通訊中斷,飲食和水,交通中斷,215578.13,2597162.1,120.66302,23.47716,"23.47716,120.66302"
1001014,嘉義縣,竹崎鄉,1472,2009/8/10 15:00,2009/8/10,2,15:00,2_15,嘉義縣竹崎鄉,0,0,1,Landslide,"這裡靠近加油站站的地方,大約在55-65公里處也有幾個小村莊,家人表示已經有直昇機上山救援,但因前後都有坍方,根本無法到石桌領取物資,目前斷水斷電,緊剩手機可勉強連繫,糧食尚可,但由於坍方地點都很接近住家,又持續下雨中,擔心會有再坍方危險,若可以請協助這附近的居民","水,食物,高血壓糖尿病藥物(幾位老人藥物快用完了)感謝大家",坍方,219066.39,2598663.4,120.69714,23.49078,"23.49078,120.69714"
1001015,嘉義縣,梅山鄉,111,2009/8/11 11:00,2009/8/11,0,11:00,0_11,嘉義縣梅山鄉,0,0,1,Landslide,"山區土石流淹沒民宅,溪邊有部分民宅亦被沖走,但不知確切傷亡和損失,尚無有關單位協助,民生物資不知還能撐多久,奶奶在山上需要靠藥物洗腎,亦不知藥物還能撐多久","希望能進入災區分發民生物資,及協助需要之老人就醫",土石流、民生物資、藥,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,213,2009/8/11 16:00,2009/8/11,0,16:00,0_16,嘉義縣梅山鄉,0,0,1,Landslide,"嘉義縣梅山鄉太和村公田發生嚴重土石流, 走山. 有居民被活埋",生活物資、請讓大家知道這的災情很嚴重,土石流、走山,204970.65,2608411.67,120.55884,23.57848,"23.57848,120.55884"
1001015,嘉義縣,梅山鄉,253,2009/8/9 19:00,2009/8/9,0,19:00,0_19,嘉義縣梅山鄉,0,0,1,Landslide,嘉義縣梅山太和村公田山發生嚴重走山.土石流。 目前只剩下手機有微薄的訊號. 大家有暫時徹退到安全的地方. 不過雨勢還是很大!! 情況很危及.,剛剛家人提出想要徹村. 請大家幫忙連絡災害應變指揮中心!! 謝謝!! 請況真的很危及,走山、土石流、訊號,204970.65,2608411.67,120.55884,23.57848,"23.57848,120.55884"
1001015,嘉義縣,梅山鄉,576,2009/8/9 11:00,2009/8/9,1,11:00,1_11,嘉義縣梅山鄉,0,0,1,Landslide,嘉義縣梅山鄉太和村已遭土石流淹沒~急需救援~通訊中斷~拜託,亟需救援,土石流,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,655,2009/8/9 13:00,2009/8/9,1,13:00,1_13,嘉義縣梅山鄉,0,0,1,Landslide,因土石流的緣故，有缺水情況；生毛樹永興宮路基掏空；１６２甲縣１４k後都不通；電力中斷；大部份電信中斷,道路及電力能儘速搶通,土石流、電信,216627.08,2606581.44,120.67308,23.56224,"23.56224,120.67308"
1001015,嘉義縣,梅山鄉,731,2009/8/10 15:00,2009/8/10,1,15:00,1_15,嘉義縣梅山鄉,0,0,1,Landslide,發生走山土石流將太和村二百多戶幾近淹沒剩2戶人家在土石流區10幾個老人等待救援.現今大雨下不停恐再發生土石流衝刷.請速派人救援不然會來不及了., ,土石流,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,733,2009/8/10 15:00,2009/8/10,1,15:00,1_15,嘉義縣梅山鄉,0,0,1,Landslide,發生走山土石流將太和村二百多戶幾近淹沒.剩餘的村民被安置在公田村中華電信基地台等待援助, ,土石流,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,769,2009/8/10 16:00,2009/8/10,1,16:00,1_16,嘉義縣梅山鄉,0,1,1,Traffic&Landslide,"中午時已經恢復一小部份電力(在此感謝台電人員的辛苦搶修) 目前那邊處於斷水的狀態 對外道路因土石流而封閉 幸好居民有事先儲備食物和水 不過還是很擔心土石流，電話中能聽到雨很大>""<", ,土石流、道路中斷,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,770,2009/8/10 16:00,2009/8/10,1,16:00,1_16,嘉義縣梅山鄉,0,0,1,Landslide,太和村能夠移動的居民自行集中安置在公田電信局(大約40-50個人)、簡番製茶所(約20幾個人)、太和村村長郭文國家(人數不清楚、但是有老人). 另外有慢慢疑似出現走山現象(公田嘉太製茶廠那一區塊),1.公田電信局、簡番王、村長家糧食已經不夠. 面臨斷糧 2.太和村村長郭文國家有老人需要優先救援 3.另外還有許多居民因為道路中斷還被困在家中需要救援,走山,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,863,2009/8/10 20:00,2009/8/10,1,20:00,1_20,嘉義縣梅山鄉,0,1,1,Traffic&Landslide,全村對外道路坍方，對外交通中斷，橋樑全流失，停電，走山，還有房子被沖走，有斷糧危機，急需救援(其他災情無法得知),白米.糧食,交通中斷、坍方、走山、斷糧,216433.8,2603533.78,120.67126,23.53471,"23.53471,120.67126"
1001015,嘉義縣,梅山鄉,934,2009/8/10 22:00,2009/8/10,1,22:00,1_22,嘉義縣梅山鄉,0,0,1,Landslide,我是在嘉義太和村裡僅存生還者的家屬，目前和我舅舅郭芳源電聯的結果，裡面有許多年邁的老人，而且裡面已沒有物資，曾試著想走出去，但是兩邊都是還在沖刷的土石流，而且水量很大又很靠近，目前他們所暫避的房子後面也有土石鬆動的情形，我們很擔心還在下的雨會讓上游的土石,我是在嘉義太和村裡僅存生還者的家屬，目前和我舅舅郭芳源電聯的結果，裡面有許多年邁的老人，而且裡面已沒有物資，曾試著想走出去，但是兩邊都是還在沖刷的土石流，而且水量很大又很靠近，目前他們所暫避的房子後面也有土石鬆動的情形，我們很擔心還在下的雨會讓上游的土石,土石流,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,980,2009/8/10 00:00,2009/8/10,2,00:00,2_0,嘉義縣梅山鄉,1,0,1,Flood&Landslide,"太和村農會下的幾戶民宅圍繞在滾滾河水中,已有走山情況!!,奶奶90歲跟伯父伯母,住嘉義縣梅山鄉太和村3鄰38號 請求強力支援", ,走山、河水,220814.3,2604365.25,120.71414,23.5423,"23.5423,120.71414"
1001015,嘉義縣,梅山鄉,1237,2009/8/11 11:00,2009/8/11,2,11:00,2_11,嘉義縣梅山鄉,0,1,0,Traffic,封山,家裡的人在那邊都接雨水來喝 可否空投,封山,212807.05,2535197.44,120.63741,22.91754,"22.91754,120.63741"
